Words_Title,Chars_Title,Upper_percentage,Lower_percentage
1,8,12,75
3,19,6,88
2,10,22,78
3,14,100,0
4,23,5,85
6,29,4,92
12,67,0,100
6,22,6,94
6,32,7,89
1,4,0,100
5,22,6,94
3,11,11,67
13,59,2,98
3,14,8,92
2,10,22,78
16,94,3,92
3,18,6,94
10,52,5,86
2,8,14,86
2,8,29,71
11,55,2,91
20,98,1,90
4,24,5,95
2,10,22,78
2,10,11,78
3,15,8,85
18,84,4,94
5,25,5,86
2,10,22,78
5,27,4,96
8,28,19,71
14,71,2,97
2,11,10,90
2,10,0,100
9,43,3,94
5,33,3,97
4,25,18,64
5,20,12,88
5,23,5,95
2,11,20,80
1,12,8,75
2,10,22,78
7,42,3,97
1,3,33,33
2,14,15,77
3,15,8,92
3,20,6,94
4,18,7,87
2,10,22,78
5,24,5,95
2,10,22,78
3,20,6,94
6,36,3,97
28,128,2,95
4,16,0,100
5,21,0,100
9,52,2,95
4,20,6,94
2,19,6,94
2,13,8,92
1,9,11,89
2,10,22,78
6,42,3,95
3,22,15,80
2,11,10,90
3,19,12,82
2,8,0,71
6,32,0,96
2,8,14,86
4,23,5,95
2,10,11,78
2,10,22,78
6,38,12,85
11,54,9,80
2,11,10,90
2,10,22,78
2,11,10,90
11,44,3,88
5,24,0,95
4,18,7,93
5,23,26,74
2,15,14,86
4,23,5,90
2,19,6,89
17,79,5,94
6,29,4,96
13,60,4,81
2,10,11,89
2,8,29,71
9,44,6,92
11,50,2,88
8,42,3,97
2,9,12,88
7,47,5,93
2,11,10,90
13,63,0,98
2,10,22,78
2,13,8,83
11,56,2,91
10,44,6,80
2,12,0,100
8,44,3,89
3,16,7,86
2,11,20,80
1,6,83,0
9,36,7,75
11,50,0,92
14,71,0,95
2,10,22,78
2,10,22,78
3,16,7,93
2,9,12,88
3,9,29,57
2,9,25,75
2,8,29,71
16,78,3,90
10,51,2,95
4,24,5,95
2,6,20,80
2,10,22,78
11,54,2,95
2,12,9,91
2,8,14,71
7,37,3,90
4,16,8,92
2,10,22,78
1,5,20,80
2,11,20,80
6,34,3,90
3,20,6,89
3,21,100,0
10,47,3,95
14,69,0,95
7,40,3,94
12,65,4,93
11,56,4,91
4,26,0,96
2,10,22,78
2,8,14,86
3,16,7,93
3,17,0,100
4,18,13,87
11,51,2,90
2,8,29,71
3,18,12,88
12,67,4,89
4,18,0,100
10,49,2,98
4,20,0,76
2,10,22,78
2,10,22,78
5,27,4,91
3,16,7,86
11,53,2,95
6,39,12,79
3,18,6,94
3,16,7,93
10,47,5,92
11,56,2,89
5,23,0,100
2,10,22,78
1,4,25,75
6,31,19,77
3,10,12,88
7,32,4,96
2,10,22,78
4,19,6,88
13,58,4,85
6,34,3,90
2,10,22,78
1,13,8,92
2,10,22,78
1,5,20,80
9,43,6,91
11,47,5,86
5,23,26,74
2,10,22,78
8,42,3,94
6,30,4,92
2,10,22,78
6,27,19,76
3,19,6,88
8,37,3,97
4,18,7,93
10,48,5,92
1,5,20,60
4,25,5,91
2,11,20,80
14,60,9,85
7,34,4,93
2,10,22,78
7,37,3,94
2,7,17,83
3,11,11,67
10,53,2,95
2,10,22,78
3,13,9,82
2,10,22,78
3,16,7,93
5,27,4,91
2,12,9,82
4,22,5,89
2,12,9,82
3,14,100,0
4,22,5,84
