Words_Title,Chars_Title,Upper_percentage,Lower_percentage
2,10,22,78
5,50,13,85
11,57,6,87
2,11,10,90
7,32,19,77
2,10,22,78
5,26,77,0
2,10,22,78
1,4,0,100
2,10,22,78
16,85,3,96
4,19,19,81
14,72,5,90
2,10,22,78
6,32,11,89
5,33,0,97
2,10,11,78
2,10,22,78
1,5,20,80
2,10,22,78
2,10,22,78
2,10,22,78
1,5,20,60
2,10,22,78
6,32,4,96
2,10,22,78
9,59,2,98
2,10,22,78
1,6,17,67
2,9,12,88
4,37,24,76
1,8,12,50
2,10,22,78
3,13,0,100
11,57,6,94
8,41,6,85
2,10,22,78
9,49,7,93
2,12,9,91
1,7,14,86
2,11,10,80
2,10,22,78
5,28,83,0
6,32,4,96
2,14,69,0
8,37,3,97
7,39,6,91
2,10,22,78
1,7,14,86
5,24,5,95
5,31,4,96
6,36,3,94
2,15,7,86
2,10,22,78
2,10,22,78
6,31,4,92
1,9,11,78
2,22,10,90
2,10,22,78
2,10,22,78
5,22,6,94
2,23,5,91
2,10,11,78
3,18,6,88
4,25,5,64
4,29,12,88
2,23,9,91
2,10,22,78
2,10,22,78
2,12,9,91
4,25,5,91
5,26,5,91
2,10,22,78
2,10,22,78
6,31,4,92
2,7,100,0
4,19,19,75
1,7,14,86
2,10,22,78
9,43,3,97
3,13,9,82
5,19,20,80
2,10,22,78
6,31,4,92
8,38,3,97
1,10,10,90
2,10,22,78
2,10,22,78
2,10,22,78
5,32,18,82
2,10,22,78
5,19,7,93
2,10,22,78
2,15,14,79
3,15,23,77
2,10,11,78
8,45,3,97
2,10,11,89
2,17,6,94
2,10,22,78
4,22,16,84
2,21,10,90
3,9,14,71
11,44,3,88
6,36,10,87
2,14,8,92
1,6,17,67
2,14,15,85
3,14,8,92
8,40,12,79
2,10,22,78
9,49,2,93
1,7,14,86
3,14,17,83
5,29,4,76
2,10,22,78
2,9,0,100
2,8,14,71
10,37,14,68
4,17,0,100
12,55,2,93
6,31,4,88
1,9,11,89
14,74,5,92
3,14,8,75
5,19,7,93
2,5,0,50
3,17,40,53
2,10,22,78
2,14,8,69
2,10,22,78
2,13,8,92
2,10,22,78
2,7,17,67
2,9,12,75
8,41,3,88
4,22,16,79
2,10,22,78
2,20,5,95
5,39,3,94
2,10,22,78
4,26,4,91
8,35,18,75
2,21,5,95
10,60,6,94
2,23,5,95
2,15,7,93
4,23,5,95
2,8,14,86
1,4,25,75
4,20,6,94
2,10,11,89
5,24,15,85
1,4,25,75
2,10,22,78
6,53,0,96
1,11,9,91
4,20,6,82
3,17,7,93
2,10,22,78
4,22,5,89
5,31,4,96
2,14,15,77
2,10,11,89
1,7,100,0
7,30,17,83
9,41,12,82
2,17,12,88
1,5,20,80
1,7,14,86
2,10,22,78
4,21,17,83
2,10,22,78
2,13,8,83
2,13,0,100
1,2,0,100
3,20,6,94
4,19,6,94
10,56,4,94
6,25,5,90
4,19,6,94
2,9,12,88
3,15,8,85
7,36,3,97
2,10,22,78
4,37,3,91
6,28,9,83
4,24,5,90
3,16,14,86
2,9,12,88
2,15,14,79
8,59,0,94
1,1,0,0
3,18,12,88
3,22,15,70
1,5,20,80
2,10,22,78
2,10,22,78
2,10,22,78
1,9,11,89
2,10,22,78
2,15,14,86
3,28,4,96
2,13,8,92
2,21,5,95
6,35,13,83
2,9,25,75
13,53,24,68
1,4,25,75
1,7,14,86
6,26,14,86
6,34,3,93
2,16,7,87
11,52,2,98
2,10,22,78
2,18,6,94
4,20,12,88
2,16,7,87
5,25,29,67
3,20,6,89
1,5,0,100
3,13,9,82
2,13,8,75
2,7,17,83
9,53,16,80
3,16,7,93
5,30,4,96
7,25,26,68
1,7,14,71
2,10,22,78
2,14,15,77
7,28,5,95
1,3,33,67
8,41,12,88
4,26,17,83
3,23,5,95
2,10,22,78
2,10,22,78
3,30,4,96
7,43,3,92
1,9,11,67
1,5,20,80
2,15,7,93
7,37,3,97
2,10,22,78
2,10,22,78
6,38,0,100
13,69,2,98
2,13,0,100
2,8,14,86
5,28,4,96
4,28,8,92
3,19,6,94
2,10,22,78
3,18,6,94
2,23,5,95
4,18,0,100
5,25,100,0
2,10,22,78
1,10,10,80
4,19,19,75
3,18,12,88
1,10,10,80
3,20,6,94
2,10,22,78
4,28,12,84
2,10,22,78
3,24,9,82
3,11,11,89
1,12,8,92
7,59,2,92
7,40,3,91
5,24,25,75
2,18,6,88
2,17,6,88
6,28,4,91
13,64,21,69
2,10,22,78
1,5,20,60
2,10,22,78
2,11,10,80
2,10,11,78
2,10,22,78
3,19,6,94
2,10,22,78
1,8,12,75
2,7,17,67
2,10,11,89
8,36,3,97
2,10,22,78
2,10,22,78
7,47,2,98
2,16,7,93
2,10,22,78
5,23,5,95
8,53,2,98
2,18,6,94
2,12,9,91
7,40,12,88
1,5,20,80
2,10,22,78
3,15,8,85
2,13,8,83
2,10,22,78
2,10,22,78
3,27,4,92
1,4,25,75
1,9,11,89
2,12,18,82
5,31,4,96
3,18,6,88
4,27,4,96
5,26,5,91
1,5,20,60
4,25,5,91
5,41,3,95
2,10,11,89
2,18,12,88
2,19,6,94
6,39,21,65
2,10,22,78
3,18,6,88
7,40,6,94
3,18,6,81
2,23,5,95
1,8,12,88
1,8,12,75
1,13,8,77
7,41,6,71
1,5,20,80
2,10,22,78
1,6,17,83
1,2,100,0
3,14,8,92
2,19,6,94
1,9,11,89
2,9,12,88
18,87,3,91
2,10,22,78
4,20,6,82
8,40,18,82
2,12,9,82
6,33,7,93
3,22,10,85
2,10,22,78
2,12,9,82
11,67,16,75
2,8,14,86
7,39,12,67
3,9,14,57
4,31,96,0
3,28,4,92
1,9,11,89
2,10,22,78
1,10,10,80
5,22,11,83
4,20,18,76
2,9,12,75
22,104,6,89
2,8,14,86
10,42,3,97
9,46,8,87
5,25,5,95
4,21,17,83
6,34,24,72
2,10,22,78
2,10,22,78
2,12,18,82
19,108,1,98
5,25,24,76
